Western Digital WD Blue 3D M.2 2280,500,107000,내장형SSD/M.2 (2280)/SATA3 (6Gb/s)/확인 요망/3D낸드/마벨/최대 550MB/s/최대 525MB/s/1,750,000시간/TRIM 지원/S.M.A.R.T 지원/2.38mm/8g/5년/전용 소프트웨어 
Western Digital WD Blue 3D M.2 2280,1000,242700,내장형SSD/M.2 (2280)/SATA3 (6Gb/s)/확인 요망/3D낸드/마벨/최대 550MB/s/최대 525MB/s/1,750,000시간/TRIM 지원/S.M.A.R.T 지원/2.38mm/8g/5년/전용 소프트웨어 
Western Digital WD Blue 3D M.2 2280,2000,524400,내장형SSD/M.2 (2280)/SATA3 (6Gb/s)/확인 요망/3D낸드/마벨/최대 550MB/s/최대 525MB/s/1,750,000시간/TRIM 지원/S.M.A.R.T 지원/2.38mm/8g/5년/전용 소프트웨어 
삼성전자 970 PRO M.2 2280,512,274700,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/MLC(기타)/3D낸드/삼성 Phoenix/LPDDR4/512MB/최대 3,500MB/s/최대 2,300MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/DEVSLP 지원/2.38mm/최대 8g/5년/전용 소프트웨어/구매전 병행수입 전환판매 여부 반드시 확인요망
삼성전자 970 PRO M.2 2280,1000,574400,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/MLC(기타)/3D낸드/삼성 Phoenix/LPDDR4/512MB/최대 3,500MB/s/최대 2,300MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/DEVSLP 지원/2.38mm/최대 8g/5년/전용 소프트웨어/구매전 병행수입 전환판매 여부 반드시 확인요망
마이크론 Crucial BX500 아스크텍,120,23900,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/3D낸드/최대 540MB/s/최대 500MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/SLC 캐싱/7mm/55g/3년/전용 소프트웨어
마이크론 Crucial BX500 아스크텍,240,41900,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/3D낸드/최대 540MB/s/최대 500MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/SLC 캐싱/7mm/55g/3년/전용 소프트웨어
마이크론 Crucial BX500 아스크텍,480,82200,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/3D낸드/최대 540MB/s/최대 500MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/SLC 캐싱/7mm/55g/3년/전용 소프트웨어
타무즈 RX550,128,24000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258XT/최대 420MB/s/최대 410MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년
타무즈 RX550,240,40000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258XT/최대 420MB/s/최대 410MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년
타무즈 RX550,256,46600,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258XT/최대 420MB/s/최대 410MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년
타무즈 RX550,480,74000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258XT/최대 420MB/s/최대 410MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년
타무즈 RX550,512,82000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258XT/최대 420MB/s/최대 410MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년
마이크론 Crucial BX300,120,37000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/MLC(기타)/3D낸드/실리콘모션 SM2258/최대 555MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/7mm/3년/전용 소프트웨어 
ADATA XPG GAMMIX S11 M.2 2280 STCOM ,240,87200,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션/최대 3,200MB/s/최대 1,100MB/s/2,000,000시간/ECC 지원/SLC 캐싱/3.5mm/8g/5년/방열판(히트싱크) 
ADATA XPG GAMMIX S11 M.2 2280 STCOM ,480,163300,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션/최대 3,200MB/s/최대 1,100MB/s/2,000,000시간/ECC 지원/SLC 캐싱/3.5mm/8g/5년/방열판(히트싱크) 
ADATA XPG GAMMIX S11 M.2 2280 STCOM ,960,388400,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션/최대 3,200MB/s/최대 1,100MB/s/2,000,000시간/ECC 지원/SLC 캐싱/3.5mm/8g/5년/방열판(히트싱크) 
타무즈 M740 M.2 2280,128,45500,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션 SM2263XT/최대 2,041MB/s/최대 1,217MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/5g/3년 
타무즈 M740 M.2 2280,256,74500,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션 SM2263XT/최대 2,041MB/s/최대 1,217MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/5g/3년 
타무즈 M740 M.2 2280,512,137000,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션 SM2263XT/최대 2,041MB/s/최대 1,217MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/5g/3년 
타무즈 M740 M.2 2280,1000,250000,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/실리콘모션 SM2263XT/최대 2,041MB/s/최대 1,217MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/5g/3년 
Western Digital WD Green M.2 2280,120,31800,내장형SSD/M.2 (2280)/SATA3 (6Gb/s)/확인 요망/최대 545MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/DEVSLP 지원/1.5mm/6.46g/3년/전용 소프트웨어 
Western Digital WD Green M.2 2280,240,52900,내장형SSD/M.2 (2280)/SATA3 (6Gb/s)/확인 요망/최대 545MB/s/1,000,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/DEVSLP 지원/1.5mm/6.46g/3년/전용 소프트웨어 
타무즈 RX550 PRO,250,49900,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258G/DDR3/256MB/최대 560MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년 
타무즈 RX550 PRO,500,109500,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258G/DDR3/256MB/최대 560MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년 
타무즈 RX550 PRO,1000,235000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/실리콘모션 SM2258G/DDR3/256MB/최대 560MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/7mm/48g/3년 
마이크론 Crucial MX300 대원CTS,275,107500,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/마벨 88SS1074/최대 530MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/7mm/3년/전용 소프트웨어 
마이크론 Crucial MX300 대원CTS,525,114290,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/마벨 88SS1074/최대 530MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/7mm/3년/전용 소프트웨어 
마이크론 Crucial MX300 대원CTS,1000,291800,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/마벨 88SS1074/최대 530MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/7mm/3년/전용 소프트웨어 
마이크론 Crucial MX300 대원CTS,2000,588120,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(기타)/3D낸드/마벨 88SS1074/최대 530MB/s/최대 510MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/7mm/3년/전용 소프트웨어 
삼성전자 860 EVO 병행수입,250,59670,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(토글)/3D낸드/삼성 MJX/LPDDR4/512MB/최대 550MB/s/최대 520MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/6.8mm/최대 50g/벌크 여부 확인요망 
삼성전자 860 EVO 병행수입,500,102850,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(토글)/3D낸드/삼성 MJX/LPDDR4/512MB/최대 550MB/s/최대 520MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/6.8mm/최대 50g/벌크 여부 확인요망 
삼성전자 860 EVO 병행수입,1000,222230,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(토글)/3D낸드/삼성 MJX/LPDDR4/512MB/최대 550MB/s/최대 520MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/6.8mm/최대 50g/벌크 여부 확인요망 
삼성전자 860 EVO 병행수입,2000,615000,내장형SSD/2.5형(6.4cm)/SATA3 (6Gb/s)/TLC(토글)/3D낸드/삼성 MJX/LPDDR4/512MB/최대 550MB/s/최대 520MB/s/1,500,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/6.8mm/최대 50g/벌크 여부 확인요망 
타무즈 M720 PRO M.2 2280,256,88000,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/파이슨 PS5012-E12/1GB/최대 3,400MB/s/최대 3,000MB/s/1,800,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/2.3mm/8.2g/3년 
타무즈 M720 PRO M.2 2280,512,167500,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/파이슨 PS5012-E12/1GB/최대 3,400MB/s/최대 3,000MB/s/1,800,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/2.3mm/8.2g/3년 
타무즈 M720 PRO M.2 2280,1000,362500,내장형SSD/M.2 (2280)/PCIe3.0x4 (32GT/s)/NVMe 1.3/TLC(기타)/3D낸드/파이슨 PS5012-E12/1GB/최대 3,400MB/s/최대 3,000MB/s/1,800,000시간/TRIM 지원/GC 기능/S.M.A.R.T 지원/ECC 지원/DEVSLP 지원/SLC 캐싱/2.3mm/8.2g/3년 
ADATA XPG SX6000 M.2 2280 STCOM,128,45800,내장형SSD/M.2 (2280)/PCIe3.0x2 (16GT/s)/NVMe 1.2/TLC(기타)/3D낸드/Realtek/확인요망/확인요망/최대 1,000MB/s/최대 800MB/s/2,000,000시간/SLC 캐싱/3.5mm/8g/5년/전용 소프트웨어 
ADATA XPG SX6000 M.2 2280 STCOM,256,73900,내장형SSD/M.2 (2280)/PCIe3.0x2 (16GT/s)/NVMe 1.2/TLC(기타)/3D낸드/Realtek/확인요망/확인요망/최대 1,000MB/s/최대 800MB/s/2,000,000시간/SLC 캐싱/3.5mm/8g/5년/전용 소프트웨어 
ADATA XPG SX6000 M.2 2280 STCOM,512,135700,내장형SSD/M.2 (2280)/PCIe3.0x2 (16GT/s)/NVMe 1.2/TLC(기타)/3D낸드/Realtek/확인요망/확인요망/최대 1,000MB/s/최대 800MB/s/2,000,000시간/SLC 캐싱/3.5mm/8g/5년/전용 소프트웨어 
ADATA XPG SX6000 M.2 2280 STCOM,1000,278500,내장형SSD/M.2 (2280)/PCIe3.0x2 (16GT/s)/NVMe 1.2/TLC(기타)/3D낸드/Realtek/확인요망/확인요망/최대 1,000MB/s/최대 800MB/s/2,000,000시간/SLC 캐싱/3.5mm/8g/5년/전용 소프트웨어 
