G.SKILL DDR4 32G PC4-25600 CL14 RIPJAWS V VK (16Gx2),32,599600,DDR4/PC용/2ea/포함/Dimm/32GB/3,200MHz/1.35V/XMP/메모리 타이밍 : 14-14-14-3A
G.SKILL DDR4 8G PC4-19200 CL15 AEGIS,8,71300,DDR4/PC용/1ea/미포함/Dimm/8GB/2,400MHz/1.20V/메모리 타이밍 : 15-15-15-35
타무즈 DDR4 8G PC4-19200 CL17,8,60000,DDR4/PC용/1ea/미포함/Dimm/8GB/2,400MHz/1.20V/메모리 타이밍 : 17-17-17-39
타무즈 DDR4 4G PC4-19200 CL17,4,33000,DDR4/PC용/1ea/미포함/Dimm/4GB/2,400MHz/1.20V/메모리 타이밍 : 17-17-17-3
타무즈 DDR4 16G PC4-19200 CL17,16,130700,DDR4/PC용/1ea/미포함/Dimm/16GB/2,400MHz/1.20V/메모리 타이밍 : 17-17-17-3
타무즈 DDR4 8G PC4-21300 CL19,8,63000,DDR4/PC용/1ea/미포함/Dimm/8GB/2,666MHz/1.20V/메모리 타이밍 : 19-19-19-43
타무즈 DDR4 16G PC4-21300 CL19,16,133000,DDR4/PC용/1ea/미포함/Dimm/16GB/2,666MHz/1.20V/메모리 타이밍 : 19-19-19-43
타무즈 DDR4 8G PC4-17000 CL15,8,73730,DDR4/PC용/1ea/미포함/Dimm/8GB/2,133MHz/1.20V/메모리 타이밍 : 15-15-15-36
타무즈 DDR4 4G PC4-17000 CL15,4,37990,DDR4/PC용/1ea/미포함/Dimm/4GB/2,133MHz/1.20V/메모리 타이밍 : 15-15-15-36
타무즈 DDR4 8G PC4-19200 CL16,8,61800,DDR4/PC용/1ea/미포함/Dimm/8GB/2,400MHz/1.20V
타무즈 DDR4 16G PC4-19200 CL16,16,130370,DDR4/PC용/1ea/미포함/Dimm/16GB/2,400MHz/1.20V
타무즈 DDR4 8G PC4-19200 CL15,8,60270,DDR4/PC용/1ea/미포함/Dimm/8GB/2,400MHz/1.20V
타무즈 DDR4 16G PC4-19200 CL15,16,138340,DDR4/PC용/1ea/미포함/Dimm/16GB/2,400MHz/1.20V
